ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Height,Body mass index,Absent hours 2011
11.0,26.0,7.0,3.0,1.0,0.6576923076923077,0.6595744680851063,0.5217391304347826,0.23076923076923078,0.2449248558280422,0.7692307692307693,0.0,1.0,2.0,1.0,0.0,1.0,0.7,0.5789473684210527,5.2981987472685725
36.0,0.0,7.0,3.0,1.0,0.0,0.1702127659574468,0.7391304347826086,0.8846153846153846,0.2449248558280422,0.7692307692307693,1.0,1.0,1.0,1.0,0.0,0.0,0.5000009039043363,0.631578947368421,1.549873587536701
3.0,23.0,7.0,4.0,1.0,0.23461538461538461,0.9787234042553191,0.7391304347826086,0.4230769230769231,0.2449248558280422,0.7692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.631578947368421,2.956832700987276
7.0,7.0,7.0,5.0,1.0,0.6192307692307693,0.0,0.5652173913043478,0.46153846153846156,0.2449248558280422,0.7692307692307693,0.0,1.0,2.0,1.0,1.0,0.0,0.3,0.2631578947368421,4.346205134622458
11.0,23.0,7.0,5.0,1.0,0.6576923076923077,0.6595744680851063,0.5217391304347826,0.23076923076923078,0.2449248558280422,0.7692307692307693,0.0,1.0,2.0,1.0,0.0,1.0,0.7,0.5789473684210527,3.2822873406418758
10.0,22.0,7.0,6.0,1.0,0.8387205703737131,1.0,0.08695652173913043,0.038461538461538464,0.2449248558280422,0.7692307692307693,0.0,1.0,1.0,1.0,0.0,4.0,0.7,0.42105263157894735,7.688947195099696
20.0,23.0,7.0,6.0,1.0,0.5461538461538461,0.9574468085106383,0.43478260869565216,0.34615384615384615,0.2449248558280422,0.7692307692307693,0.0,1.0,4.0,1.0,0.0,0.0,0.3,0.21052631578947367,3.9080206558850423
14.0,19.0,7.0,2.0,1.0,0.1423076923076923,0.14893617021276595,0.5652173913043478,0.2692307692307692,0.2449248558280422,0.7692307692307693,0.0,1.0,2.0,1.0,0.0,0.0,0.3983536243782055,0.3157894736842105,5.318381359287691
1.0,22.0,7.0,2.0,1.0,0.45,0.1276595744680851,0.5652173913043478,0.38461538461538464,0.2449248558280422,0.7692307692307693,0.0,3.0,1.0,0.0,0.0,1.0,0.7,0.5263157894736842,7.913687284226374
20.0,1.0,7.0,2.0,1.0,0.5461538461538461,0.9574468085106383,0.43478260869565216,0.34615384615384615,0.2449248558280422,0.7692307692307693,0.0,1.0,4.0,1.0,0.0,0.0,0.3,0.21052631578947367,7.212356317450238
20.0,1.0,7.0,3.0,1.0,0.5461538461538461,0.9574468085106383,0.43478260869565216,0.34615384615384615,0.2449248558280422,0.7692307692307693,0.0,1.0,4.0,1.0,0.0,0.0,0.3,0.21052631578947367,7.482440352396794
20.0,11.0,7.0,4.0,1.0,0.5461538461538461,0.9574468085106383,0.43478260869565216,0.34615384615384615,0.2449248558280422,0.7692307692307693,0.0,1.0,4.0,1.0,0.0,0.0,0.3,0.21052631578947367,6.173775370147469
3.0,11.0,7.0,4.0,1.0,0.23461538461538461,0.9787234042553191,0.7391304347826086,0.4230769230769231,0.2449248558280422,0.7692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.631578947368421,2.7015589229038297
3.0,23.0,7.0,4.0,1.0,0.23461538461538461,0.9787234042553191,0.7391304347826086,0.4230769230769231,0.2449248558280422,0.7692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.4055232558139535,3.2664070836668477
3.0,23.0,7.0,6.0,1.0,0.23461535776565096,0.9787234042553191,0.7391304347826086,0.4230769230769231,0.2449248558280422,0.7692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.631578947368421,4.035102472410201
3.0,21.0,7.0,2.0,1.0,0.23461538461538461,0.9787234042553191,0.7391304347826086,0.4230769230769231,0.2449248558280422,0.7692307692307693,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.631578947368421,6.563520070867419
6.0,11.0,7.0,5.0,1.0,0.27307692307692305,0.5106382978723404,0.5217391304347826,0.23076923076923078,0.2449248558280422,0.7692307692307693,0.0,1.0,2.0,0.0,0.0,2.0,0.2,0.3157894736842105,7.0057226016414536
33.0,23.0,8.0,4.0,1.0,0.5,0.425531914893617,0.5652173913043478,0.7692307692307693,0.0,0.38461538461538464,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.6842105263157895,2.188612737106483
3.0,11.0,8.0,2.0,1.0,0.23461538461538461,0.9787234042553191,0.7391304347826086,0.4230769230769231,0.0,0.38461538461538464,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.631578947368421,2.395610004319797
10.0,13.0,8.0,2.0,1.0,0.9346153846153846,1.0,0.08695652173913043,0.038461538461538464,0.0,0.38461538461538464,0.0,1.0,1.0,1.0,0.0,4.0,0.7,0.42105263157894735,5.584757281753283
20.0,28.0,8.0,6.0,1.0,0.5461538461538461,0.9574468085106383,0.43478260869565216,0.34615384615384615,0.0,0.38461538461538464,0.0,1.0,4.0,1.0,0.0,0.0,0.3,0.21052631578947367,3.8657644328153067
11.0,18.0,8.0,2.0,1.0,0.6576923076923077,0.6595744680851063,0.5217391304347826,0.23076923076923078,0.0,0.38461538461538464,0.0,1.0,2.0,1.0,0.0,1.0,0.7,0.4055232558139535,6.158387419483777
10.0,25.0,8.0,2.0,1.0,0.9346153846153846,1.0,0.08695652173913043,0.038461538461538464,0.0,0.38461538461538464,0.0,1.0,1.0,1.0,0.0,4.0,0.7,0.42105263157894735,6.674731785146847
11.0,23.0,8.0,3.0,1.0,0.6576923076923077,0.6595744680851063,0.5217391304347826,0.23076923076923078,0.0,0.38461538461538464,0.0,1.0,2.0,1.0,0.0,1.0,0.7,0.5789473684210527,2.285877680690303
30.0,28.0,8.0,4.0,1.0,0.15,0.46808510638297873,0.21739130434782608,0.07692307692307693,0.0,0.38461538461538464,0.0,1.0,0.0,1.0,1.0,0.0,0.3856837703813142,0.4055232558139535,3.99185674506529
11.0,18.0,8.0,4.0,1.0,0.6576923076923077,0.6595744680851063,0.5217391304347826,0.23076923076923078,0.0,0.38461538461538464,0.0,1.0,2.0,1.0,0.0,1.0,0.7,0.5789473684210527,7.241714553122143
3.0,23.0,8.0,6.0,1.0,0.23461538461538461,0.9787234042553191,0.7391304347826086,0.4230769230769231,0.0,0.38461538461538464,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.631578947368421,3.0269040459393954
3.0,18.0,8.0,2.0,1.0,0.23461538461538461,0.9787234042553191,0.7391304347826086,0.4230769230769231,0.0,0.38461538461538464,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.631578947368421,7.7262272137302865
2.0,18.0,8.0,5.0,1.0,0.45,0.5106382978723404,0.4782608695652174,0.8076923076923077,0.0,0.38461538461538464,0.0,1.0,1.0,0.0,1.0,5.0,0.6636835805661235,0.4055232558139535,7.620365629593164
